fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,label,quality,price,índice invertido,country,province,taster_name
8.9,0.31,0.57,2.0,0.111,26.0,85.0,0.9971,3.26,0.53,9.7,Bom,5,10.0,1414,Chile,Colchagua Valley,Michael Schachner
7.4,0.39,0.48,2.0,0.08199999999999999,14.0,67.0,0.9972,3.34,0.55,9.2,Bom,5,4.0,1413,US,California,
7.7,0.705,0.1,2.6,0.084,9.0,26.0,0.9976,3.39,0.49,9.7,Bom,5,38.0,1412,Italy,Sicily & Sardinia,
7.9,0.5,0.33,2.0,0.084,15.0,143.0,0.9968,3.2,0.55,9.5,Bom,5,16.0,1411,Chile,Colchagua Valley,Michael Schachner
7.9,0.49,0.32,1.9,0.08199999999999999,17.0,144.0,0.9968,3.2,0.55,9.5,Bom,5,43.0,1410,Chile,Casablanca Valley,Michael Schachner
8.2,0.5,0.35,2.9,0.077,21.0,127.0,0.9976,3.23,0.62,9.4,Bom,5,10.0,1409,Italy,Southern Italy,
6.4,0.37,0.25,1.9,0.07400000000000001,21.0,49.0,0.9974,3.57,0.62,9.8,Muito bom,6,28.0,1408,Australia,South Australia,Joe Czerwinski
6.8,0.63,0.12,3.8,0.099,16.0,126.0,0.9969,3.28,0.61,9.5,Bom,5,42.0,1407,Italy,Veneto,
7.6,0.55,0.21,2.2,0.071,7.0,28.0,0.9964,3.28,0.55,9.7,Bom,5,1.0,1406,France,Burgundy,Roger Voss
7.6,0.55,0.21,2.2,0.071,7.0,28.0,0.9964,3.28,0.55,9.7,Bom,5,11.0,1405,Italy,Tuscany,
7.8,0.59,0.33,2.0,0.07400000000000001,24.0,120.0,0.9968,3.25,0.54,9.4,Bom,5,21.0,1404,Italy,Tuscany,
7.3,0.58,0.3,2.4,0.07400000000000001,15.0,55.0,0.9968,3.46,0.59,10.2,Bom,5,25.0,1403,Italy,Tuscany,
11.5,0.3,0.6,2.0,0.067,12.0,27.0,0.9981,3.11,0.97,10.1,Muito bom,6,19.0,1402,South Africa,Western Cape,Lauren Buzzeo
5.4,0.835,0.08,1.2,0.046,13.0,93.0,0.9924,3.57,0.85,13.0,Excelente,7,48.0,1401,US,California,Virginie Boone
6.9,1.09,0.06,2.1,0.061,12.0,31.0,0.9948,3.51,0.43,11.4,Regular,4,8.0,1400,US,California,Jim Gordon
9.6,0.32,0.47,1.4,0.056,9.0,24.0,0.99695,3.22,0.82,10.3,Excelente,7,39.0,1399,Italy,Tuscany,Kerin O’Keefe
8.8,0.37,0.48,2.1,0.097,39.0,145.0,0.9975,3.04,1.03,9.3,Bom,5,14.0,1398,Italy,Northeastern Italy,Kerin O’Keefe
6.8,0.5,0.11,1.5,0.075,16.0,49.0,0.99545,3.36,0.79,9.5,Bom,5,32.0,1397,Israel,Judean Hills,Mike DeSimone
7.0,0.42,0.35,1.6,0.08800000000000001,16.0,39.0,0.9961,3.34,0.55,9.2,Bom,5,43.0,1396,Portugal,Alentejo,Roger Voss
7.0,0.43,0.36,1.6,0.08900000000000001,14.0,37.0,0.99615,3.34,0.56,9.2,Muito bom,6,26.0,1395,US,California,Matt Kettmann
12.8,0.3,0.74,2.6,0.095,9.0,28.0,0.9994,3.2,0.77,10.8,Excelente,7,15.0,1394,US,California,Matt Kettmann
12.8,0.3,0.74,2.6,0.095,9.0,28.0,0.9994,3.2,0.77,10.8,Excelente,7,36.0,1393,US,California,Virginie Boone
7.8,0.57,0.31,1.8,0.069,26.0,120.0,0.99625,3.29,0.53,9.3,Bom,5,19.0,1392,US,California,Virginie Boone
7.8,0.44,0.28,2.7,0.1,18.0,95.0,0.9966,3.22,0.67,9.4,Bom,5,41.0,1391,South Africa,Coastal Region,Lauren Buzzeo
11.0,0.3,0.58,2.1,0.054000000000000006,7.0,19.0,0.998,3.31,0.88,10.5,Excelente,7,6.0,1390,France,Rhône Valley,Joe Czerwinski
9.7,0.53,0.6,2.0,0.039,5.0,19.0,0.99585,3.3,0.86,12.4,Muito bom,6,47.0,1389,South Africa,Western Cape,Lauren Buzzeo
8.0,0.725,0.24,2.8,0.083,10.0,62.0,0.99685,3.35,0.56,10.0,Muito bom,6,18.0,1388,France,Rhône Valley,Joe Czerwinski
11.6,0.44,0.64,2.1,0.059,5.0,15.0,0.998,3.21,0.67,10.2,Muito bom,6,37.0,1387,Spain,Northern Spain,Michael Schachner
8.2,0.57,0.26,2.2,0.06,28.0,65.0,0.9959,3.3,0.43,10.1,Bom,5,21.0,1386,US,California,Matt Kettmann
7.8,0.735,0.08,2.4,0.092,10.0,41.0,0.9974,3.24,0.71,9.8,Muito bom,6,28.0,1385,US,California,Virginie Boone
7.0,0.49,0.49,5.6,0.06,26.0,121.0,0.9974,3.34,0.76,10.5,Bom,5,1.0,1384,Israel,Galilee,Mike DeSimone
8.7,0.625,0.16,2.0,0.101,13.0,49.0,0.9962,3.14,0.57,11.0,Bom,5,21.0,1383,Italy,Tuscany,Kerin O’Keefe
8.1,0.725,0.22,2.2,0.07200000000000001,11.0,41.0,0.9967,3.36,0.55,9.1,Bom,5,12.0,1382,Portugal,Beira Atlantico,Roger Voss
7.5,0.49,0.19,1.9,0.076,10.0,44.0,0.9957,3.39,0.54,9.7,Bom,5,24.0,1381,US,California,Virginie Boone
7.8,0.53,0.33,2.4,0.08,24.0,144.0,0.99655,3.3,0.6,9.5,Bom,5,20.0,1380,Hungary,Tokaj,Jeff Jenssen
7.8,0.34,0.37,2.0,0.08199999999999999,24.0,58.0,0.9964,3.34,0.59,9.4,Muito bom,6,16.0,1379,US,California,Virginie Boone
7.4,0.53,0.26,2.0,0.101,16.0,72.0,0.9957,3.15,0.57,9.4,Bom,5,11.0,1378,Italy,Northeastern Italy,Kerin O’Keefe
6.8,0.61,0.04,1.5,0.057,5.0,10.0,0.99525,3.42,0.6,9.5,Bom,5,10.0,1377,Italy,Tuscany,Kerin O’Keefe
8.6,0.645,0.25,2.0,0.083,8.0,28.0,0.99815,3.28,0.6,10.0,Muito bom,6,29.0,1376,Italy,Northeastern Italy,Kerin O’Keefe
8.4,0.635,0.36,2.0,0.08900000000000001,15.0,55.0,0.99745,3.31,0.57,10.4,Regular,4,33.0,1375,Argentina,Mendoza Province,Michael Schachner
7.7,0.43,0.25,2.6,0.073,29.0,63.0,0.99615,3.37,0.58,10.5,Muito bom,6,25.0,1374,South Africa,Stellenbosch,Lauren Buzzeo
8.9,0.59,0.5,2.0,0.337,27.0,81.0,0.9964,3.04,1.61,9.5,Muito bom,6,8.0,1373,South Africa,Stellenbosch,Lauren Buzzeo
9.0,0.82,0.14,2.6,0.08900000000000001,9.0,23.0,0.9984,3.39,0.63,9.8,Bom,5,4.0,1372,US,New York,
7.7,0.43,0.25,2.6,0.073,29.0,63.0,0.99615,3.37,0.58,10.5,Muito bom,6,20.0,1371,US,New York,
6.9,0.52,0.25,2.6,0.081,10.0,37.0,0.99685,3.46,0.5,11.0,Bom,5,5.0,1370,US,California,
5.2,0.48,0.04,1.6,0.054000000000000006,19.0,106.0,0.9927,3.54,0.62,12.2,Excelente,7,39.0,1369,US,New York,Susan Kostrzewa
8.0,0.38,0.06,1.8,0.078,12.0,49.0,0.99625,3.37,0.52,9.9,Muito bom,6,4.0,1368,Argentina,Mendoza Province,Michael Schachner
8.5,0.37,0.2,2.8,0.09,18.0,58.0,0.998,3.34,0.7,9.6,Muito bom,6,40.0,1367,Australia,South Australia,
6.9,0.52,0.25,2.6,0.081,10.0,37.0,0.99685,3.46,0.5,11.0,Bom,5,29.0,1366,US,Oregon,Paul Gregutt
8.2,1.0,0.09,2.3,0.065,7.0,37.0,0.99685,3.32,0.55,9.0,Muito bom,6,41.0,1365,Italy,Central Italy,
7.2,0.63,0.0,1.9,0.097,14.0,38.0,0.99675,3.37,0.58,9.0,Muito bom,6,39.0,1364,US,California,
7.2,0.63,0.0,1.9,0.097,14.0,38.0,0.99675,3.37,0.58,9.0,Muito bom,6,28.0,1363,US,California,
7.2,0.645,0.0,1.9,0.097,15.0,39.0,0.99675,3.37,0.58,9.2,Muito bom,6,6.0,1362,Italy,Central Italy,
7.2,0.63,0.0,1.9,0.097,14.0,38.0,0.99675,3.37,0.58,9.0,Muito bom,6,3.0,1361,Australia,South Australia,Joe Czerwinski
8.2,1.0,0.09,2.3,0.065,7.0,37.0,0.99685,3.32,0.55,9.0,Muito bom,6,1.0,1360,US,California,
8.9,0.635,0.37,1.7,0.263,5.0,62.0,0.9971,3.0,1.09,9.3,Bom,5,32.0,1359,France,Southwest France,Roger Voss
12.0,0.38,0.56,2.1,0.093,6.0,24.0,0.99925,3.14,0.71,10.9,Muito bom,6,48.0,1358,US,California,
7.7,0.58,0.1,1.8,0.102,28.0,109.0,0.99565,3.08,0.49,9.8,Muito bom,6,29.0,1357,US,California,
15.0,0.21,0.44,2.2,0.075,10.0,24.0,1.00005,3.07,0.84,9.2,Excelente,7,50.0,1356,US,New York,
15.0,0.21,0.44,2.2,0.075,10.0,24.0,1.00005,3.07,0.84,9.2,Excelente,7,13.0,1355,Spain,Northern Spain,Michael Schachner
7.3,0.66,0.0,2.0,0.084,6.0,23.0,0.9983,3.61,0.96,9.9,Muito bom,6,42.0,1354,Argentina,Other,Michael Schachner
7.1,0.68,0.07,1.9,0.075,16.0,51.0,0.99685,3.38,0.52,9.5,Bom,5,38.0,1353,Australia,South Australia,
8.2,0.6,0.17,2.3,0.07200000000000001,11.0,73.0,0.9963,3.2,0.45,9.3,Bom,5,22.0,1352,US,California,
7.7,0.53,0.06,1.7,0.07400000000000001,9.0,39.0,0.99615,3.35,0.48,9.8,Muito bom,6,48.0,1351,US,Oregon,Paul Gregutt
7.3,0.66,0.0,2.0,0.084,6.0,23.0,0.9983,3.61,0.96,9.9,Muito bom,6,40.0,1350,US,Virginia,
10.8,0.32,0.44,1.6,0.063,16.0,37.0,0.9985,3.22,0.78,10.0,Muito bom,6,16.0,1349,US,California,
7.1,0.6,0.0,1.8,0.07400000000000001,16.0,34.0,0.9972,3.47,0.7,9.9,Muito bom,6,32.0,1348,US,Oregon,Paul Gregutt
11.1,0.35,0.48,3.1,0.09,5.0,21.0,0.9986,3.17,0.53,10.5,Bom,5,28.0,1347,US,California,
7.7,0.775,0.42,1.9,0.092,8.0,86.0,0.9959,3.23,0.59,9.5,Bom,5,14.0,1346,Argentina,Mendoza Province,Michael Schachner
7.1,0.6,0.0,1.8,0.07400000000000001,16.0,34.0,0.9972,3.47,0.7,9.9,Muito bom,6,20.0,1345,US,California,
8.0,0.57,0.23,3.2,0.073,17.0,119.0,0.99675,3.26,0.57,9.3,Bom,5,44.0,1344,US,California,Virginie Boone
9.4,0.34,0.37,2.2,0.075,5.0,13.0,0.998,3.22,0.62,9.2,Bom,5,22.0,1343,South Africa,Coastal Region,Lauren Buzzeo
6.6,0.695,0.0,2.1,0.075,12.0,56.0,0.9968,3.49,0.67,9.2,Bom,5,7.0,1342,South Africa,Coastal Region,Lauren Buzzeo
7.7,0.41,0.76,1.8,0.611,8.0,45.0,0.9968,3.06,1.26,9.4,Bom,5,37.0,1341,South Africa,Stellenbosch,Lauren Buzzeo
10.0,0.31,0.47,2.6,0.085,14.0,33.0,0.99965,3.36,0.8,10.5,Excelente,7,26.0,1340,France,Southwest France,Roger Voss
7.9,0.33,0.23,1.7,0.077,18.0,45.0,0.99625,3.29,0.65,9.3,Bom,5,26.0,1339,US,Oregon,Paul Gregutt
7.0,0.975,0.04,2.0,0.087,12.0,67.0,0.99565,3.35,0.6,9.4,Regular,4,26.0,1338,Argentina,Mendoza Province,Michael Schachner
8.0,0.52,0.03,1.7,0.07,10.0,35.0,0.99575,3.34,0.57,10.0,Bom,5,31.0,1337,US,California,Virginie Boone
7.9,0.37,0.23,1.8,0.077,23.0,49.0,0.9963,3.28,0.67,9.3,Bom,5,5.0,1336,US,California,
12.5,0.56,0.49,2.4,0.064,5.0,27.0,0.9999,3.08,0.87,10.9,Bom,5,36.0,1335,South Africa,Stellenbosch,Lauren Buzzeo
11.8,0.26,0.52,1.8,0.071,6.0,10.0,0.9968,3.2,0.72,10.2,Excelente,7,30.0,1334,South Africa,Stellenbosch,Lauren Buzzeo
8.1,0.87,0.0,3.3,0.096,26.0,61.0,1.00025,3.6,0.72,9.8,Regular,4,1.0,1333,Argentina,Mendoza Province,Michael Schachner
7.9,0.35,0.46,3.6,0.078,15.0,37.0,0.9973,3.35,0.86,12.8,Excepcional,8,18.0,1332,Italy,Central Italy,
6.9,0.54,0.04,3.0,0.077,7.0,27.0,0.9987,3.69,0.91,9.4,Muito bom,6,47.0,1331,Italy,Veneto,
11.5,0.18,0.51,4.0,0.104,4.0,23.0,0.9996,3.28,0.97,10.1,Muito bom,6,4.0,1330,Austria,Leithaberg,Roger Voss
7.9,0.545,0.06,4.0,0.087,27.0,61.0,0.9965,3.36,0.67,10.7,Muito bom,6,12.0,1329,Italy,Northeastern Italy,
11.5,0.18,0.51,4.0,0.104,4.0,23.0,0.9996,3.28,0.97,10.1,Muito bom,6,29.0,1328,Greece,Santorini,Susan Kostrzewa
10.9,0.37,0.58,4.0,0.071,17.0,65.0,0.99935,3.22,0.78,10.1,Bom,5,35.0,1327,Italy,Northeastern Italy,
8.4,0.715,0.2,2.4,0.076,10.0,38.0,0.99735,3.31,0.64,9.4,Bom,5,26.0,1326,Argentina,Mendoza Province,Michael Schachner
7.5,0.65,0.18,7.0,0.08800000000000001,27.0,94.0,0.99915,3.38,0.77,9.4,Bom,5,44.0,1325,Italy,Piedmont,
7.9,0.545,0.06,4.0,0.087,27.0,61.0,0.9965,3.36,0.67,10.7,Muito bom,6,48.0,1324,Argentina,Mendoza Province,Michael Schachner
6.9,0.54,0.04,3.0,0.077,7.0,27.0,0.9987,3.69,0.91,9.4,Muito bom,6,20.0,1323,US,California,
11.5,0.18,0.51,4.0,0.104,4.0,23.0,0.9996,3.28,0.97,10.1,Muito bom,6,42.0,1322,US,California,
10.3,0.32,0.45,6.4,0.073,5.0,13.0,0.9976,3.23,0.82,12.6,Excepcional,8,6.0,1321,US,Oregon,Paul Gregutt
8.9,0.4,0.32,5.6,0.087,10.0,47.0,0.9991,3.38,0.77,10.5,Excelente,7,24.0,1320,Italy,Northeastern Italy,
11.4,0.26,0.44,3.6,0.071,6.0,19.0,0.9986,3.12,0.82,9.3,Muito bom,6,15.0,1319,Austria,Kremstal,Roger Voss
7.7,0.27,0.68,3.5,0.358,5.0,10.0,0.9972,3.25,1.08,9.9,Excelente,7,47.0,1318,US,California,
7.6,0.52,0.12,3.0,0.067,12.0,53.0,0.9971,3.36,0.57,9.1,Bom,5,38.0,1317,Italy,Tuscany,Kerin O’Keefe
8.9,0.4,0.32,5.6,0.087,10.0,47.0,0.9991,3.38,0.77,10.5,Excelente,7,20.0,1316,US,Oregon,Paul Gregutt
9.9,0.59,0.07,3.4,0.102,32.0,71.0,1.00015,3.31,0.71,9.8,Bom,5,34.0,1315,Argentina,Mendoza Province,Michael Schachner
9.9,0.59,0.07,3.4,0.102,32.0,71.0,1.00015,3.31,0.71,9.8,Bom,5,17.0,1314,Austria,Kremstal,Roger Voss
12.0,0.45,0.55,2.0,0.073,25.0,49.0,0.9997,3.1,0.76,10.3,Muito bom,6,6.0,1313,US,California,
7.5,0.4,0.12,3.0,0.092,29.0,53.0,0.9967,3.37,0.7,10.3,Muito bom,6,10.0,1312,Spain,Catalonia,Michael Schachner
8.7,0.52,0.09,2.5,0.091,20.0,49.0,0.9976,3.34,0.86,10.6,Excelente,7,12.0,1311,Austria,Kremstal,Roger Voss
11.6,0.42,0.53,3.3,0.105,33.0,98.0,1.001,3.2,0.95,9.2,Bom,5,4.0,1310,US,California,
8.7,0.52,0.09,2.5,0.091,20.0,49.0,0.9976,3.34,0.86,10.6,Excelente,7,43.0,1309,France,Bordeaux,Roger Voss
11.0,0.2,0.48,2.0,0.343,6.0,18.0,0.9979,3.3,0.71,10.5,Bom,5,3.0,1308,Italy,Central Italy,Kerin O’Keefe
10.4,0.55,0.23,2.7,0.091,18.0,48.0,0.9994,3.22,0.64,10.3,Muito bom,6,30.0,1307,France,France Other,Roger Voss
6.9,0.36,0.25,2.4,0.098,5.0,16.0,0.9964,3.41,0.6,10.1,Muito bom,6,38.0,1306,Australia,South Australia,Joe Czerwinski
13.3,0.34,0.52,3.2,0.094,17.0,53.0,1.0014,3.05,0.81,9.5,Muito bom,6,26.0,1305,Argentina,Mendoza Province,Michael Schachner
10.8,0.5,0.46,2.5,0.073,5.0,27.0,1.0001,3.05,0.64,9.5,Bom,5,12.0,1304,US,California,
10.6,0.83,0.37,2.6,0.086,26.0,70.0,0.9981,3.16,0.52,9.9,Bom,5,41.0,1303,Chile,Maipo Valley,Michael Schachner
7.1,0.63,0.06,2.0,0.083,8.0,29.0,0.99855,3.67,0.73,9.6,Bom,5,27.0,1302,US,California,
7.2,0.65,0.02,2.3,0.094,5.0,31.0,0.9993,3.67,0.8,9.7,Bom,5,7.0,1301,Chile,Aconcagua Valley,Michael Schachner
6.9,0.67,0.06,2.1,0.08,8.0,33.0,0.99845,3.68,0.71,9.6,Bom,5,31.0,1300,Italy,Piedmont,
7.5,0.53,0.06,2.6,0.086,20.0,44.0,0.9965,3.38,0.59,10.7,Muito bom,6,35.0,1299,US,California,
11.1,0.18,0.48,1.5,0.068,7.0,15.0,0.9973,3.22,0.64,10.1,Muito bom,6,9.0,1298,US,Washington,Paul Gregutt
8.3,0.705,0.12,2.6,0.092,12.0,28.0,0.9994,3.51,0.72,10.0,Bom,5,45.0,1297,Italy,Piedmont,
7.4,0.67,0.12,1.6,0.18600000000000005,5.0,21.0,0.996,3.39,0.54,9.5,Bom,5,46.0,1296,Italy,Piedmont,
8.4,0.65,0.6,2.1,0.112,12.0,90.0,0.9973,3.2,0.52,9.2,Bom,5,6.0,1295,Italy,Piedmont,
10.3,0.53,0.48,2.5,0.063,6.0,25.0,0.9998,3.12,0.59,9.3,Muito bom,6,31.0,1294,US,California,Virginie Boone
7.6,0.62,0.32,2.2,0.08199999999999999,7.0,54.0,0.9966,3.36,0.52,9.4,Bom,5,9.0,1293,Romania,Recas,Anna Lee C. Iijima
10.3,0.41,0.42,2.4,0.213,6.0,14.0,0.9994,3.19,0.62,9.5,Muito bom,6,20.0,1292,France,Burgundy,Roger Voss
10.3,0.43,0.44,2.4,0.214,5.0,12.0,0.9994,3.19,0.63,9.5,Muito bom,6,4.0,1291,Greece,Santorini,Susan Kostrzewa
7.4,0.29,0.38,1.7,0.062,9.0,30.0,0.9968,3.41,0.53,9.5,Muito bom,6,8.0,1290,Italy,Piedmont,
10.3,0.53,0.48,2.5,0.063,6.0,25.0,0.9998,3.12,0.59,9.3,Muito bom,6,36.0,1289,Italy,Piedmont,
7.9,0.53,0.24,2.0,0.07200000000000001,15.0,105.0,0.996,3.27,0.54,9.4,Muito bom,6,46.0,1288,New Zealand,Hawke's Bay,Joe Czerwinski
9.0,0.46,0.31,2.8,0.093,19.0,98.0,0.99815,3.32,0.63,9.5,Muito bom,6,21.0,1287,US,California,
8.6,0.47,0.3,3.0,0.076,30.0,135.0,0.9976,3.3,0.53,9.4,Bom,5,48.0,1286,Italy,Piedmont,
7.4,0.36,0.29,2.6,0.087,26.0,72.0,0.99645,3.39,0.68,11.0,Bom,5,11.0,1285,US,California,
7.1,0.35,0.29,2.5,0.096,20.0,53.0,0.9962,3.42,0.65,11.0,Muito bom,6,37.0,1284,Italy,Veneto,
9.6,0.56,0.23,3.4,0.102,37.0,92.0,0.9996,3.3,0.65,10.1,Bom,5,6.0,1283,France,Bordeaux,Roger Voss
9.6,0.77,0.12,2.9,0.08199999999999999,30.0,74.0,0.99865,3.3,0.64,10.4,Muito bom,6,40.0,1282,France,Bordeaux,Roger Voss
9.8,0.66,0.39,3.2,0.083,21.0,59.0,0.9989,3.37,0.71,11.5,Excelente,7,30.0,1281,Chile,Curicó Valley,Michael Schachner
9.6,0.77,0.12,2.9,0.08199999999999999,30.0,74.0,0.99865,3.3,0.64,10.4,Muito bom,6,31.0,1280,Italy,Veneto,
9.8,0.66,0.39,3.2,0.083,21.0,59.0,0.9989,3.37,0.71,11.5,Excelente,7,2.0,1279,Italy,Veneto,
9.3,0.61,0.26,3.4,0.09,25.0,87.0,0.99975,3.24,0.62,9.7,Bom,5,39.0,1278,Italy,Veneto,
7.8,0.62,0.05,2.3,0.079,6.0,18.0,0.99735,3.29,0.63,9.3,Bom,5,41.0,1277,Italy,Veneto,
10.3,0.59,0.42,2.8,0.09,35.0,73.0,0.999,3.28,0.7,9.5,Muito bom,6,29.0,1276,Chile,Colchagua Valley,Michael Schachner
10.0,0.49,0.2,11.0,0.071,13.0,50.0,1.0015,3.16,0.69,9.2,Muito bom,6,44.0,1275,Italy,Veneto,
10.0,0.49,0.2,11.0,0.071,13.0,50.0,1.0015,3.16,0.69,9.2,Muito bom,6,23.0,1274,US,New York,Susan Kostrzewa
11.6,0.53,0.66,3.65,0.121,6.0,14.0,0.9978,3.05,0.74,11.5,Excelente,7,48.0,1273,Italy,Veneto,
10.3,0.44,0.5,4.5,0.107,5.0,13.0,0.998,3.28,0.83,11.5,Bom,5,40.0,1272,Chile,Limarí Valley,Michael Schachner
13.4,0.27,0.62,2.6,0.08199999999999999,6.0,21.0,1.0002,3.16,0.67,9.7,Muito bom,6,7.0,1271,US,California,
10.7,0.46,0.39,2.0,0.061,7.0,15.0,0.9981,3.18,0.62,9.5,Bom,5,46.0,1270,US,California,
10.2,0.36,0.64,2.9,0.122,10.0,41.0,0.998,3.23,0.66,12.5,Muito bom,6,35.0,1269,US,California,
10.2,0.36,0.64,2.9,0.122,10.0,41.0,0.998,3.23,0.66,12.5,Muito bom,6,37.0,1268,Chile,Casablanca Valley,Michael Schachner
8.0,0.58,0.28,3.2,0.066,21.0,114.0,0.9973,3.22,0.54,9.4,Muito bom,6,31.0,1267,Italy,Veneto,
8.4,0.56,0.08,2.1,0.105,16.0,44.0,0.9958,3.13,0.52,11.0,Bom,5,20.0,1266,Italy,Veneto,
7.9,0.65,0.01,2.5,0.078,17.0,38.0,0.9963,3.34,0.74,11.7,Excelente,7,9.0,1265,France,Champagne,Roger Voss
11.9,0.695,0.53,3.4,0.128,7.0,21.0,0.9992,3.17,0.84,12.2,Excelente,7,4.0,1264,Italy,Veneto,
8.9,0.43,0.45,1.9,0.052000000000000005,6.0,16.0,0.9948,3.35,0.7,12.5,Muito bom,6,2.0,1263,Chile,Colchagua Costa,Michael Schachner
7.8,0.43,0.32,2.8,0.08,29.0,58.0,0.9974,3.31,0.64,10.3,Bom,5,47.0,1262,France,Languedoc-Roussillon,Lauren Buzzeo
12.4,0.49,0.58,3.0,0.103,28.0,99.0,1.0008,3.16,1.0,11.5,Muito bom,6,4.0,1261,France,Provence,Roger Voss
12.5,0.28,0.54,2.3,0.08199999999999999,12.0,29.0,0.9997,3.11,1.36,9.8,Excelente,7,9.0,1260,Spain,Catalonia,Michael Schachner
12.2,0.34,0.5,2.4,0.066,10.0,21.0,1.0,3.12,1.18,9.2,Muito bom,6,7.0,1259,France,Alsace,Anne Krebiehl MW
10.6,0.42,0.48,2.7,0.065,5.0,18.0,0.9972,3.21,0.87,11.3,Muito bom,6,20.0,1258,US,California,Virginie Boone
10.9,0.39,0.47,1.8,0.118,6.0,14.0,0.9982,3.3,0.75,9.8,Muito bom,6,48.0,1257,Spain,Catalonia,Michael Schachner
10.9,0.39,0.47,1.8,0.118,6.0,14.0,0.9982,3.3,0.75,9.8,Muito bom,6,46.0,1256,Chile,Rapel Valley,Michael Schachner
11.9,0.57,0.5,2.6,0.08199999999999999,6.0,32.0,1.0006,3.12,0.78,10.7,Muito bom,6,32.0,1255,Chile,Leyda Valley,Michael Schachner
7.0,0.685,0.0,1.9,0.067,40.0,63.0,0.9979,3.6,0.81,9.9,Bom,5,43.0,1254,Australia,Victoria,Joe Czerwinski
6.6,0.815,0.02,2.7,0.07200000000000001,17.0,34.0,0.9955,3.58,0.89,12.3,Excelente,7,22.0,1253,Australia,Victoria,Joe Czerwinski
13.8,0.49,0.67,3.0,0.093,6.0,15.0,0.9986,3.02,0.93,12.0,Muito bom,6,20.0,1252,Germany,Rheingau,Anna Lee C. Iijima
9.6,0.56,0.31,2.8,0.08900000000000001,15.0,46.0,0.9979,3.11,0.92,10.0,Muito bom,6,21.0,1251,Australia,Victoria,Joe Czerwinski
9.1,0.785,0.0,2.6,0.093,11.0,28.0,0.9994,3.36,0.86,9.4,Muito bom,6,18.0,1250,Australia,South Australia,Joe Czerwinski
10.7,0.67,0.22,2.7,0.107,17.0,34.0,1.0004,3.28,0.98,9.9,Muito bom,6,9.0,1249,Italy,Piedmont,Kerin O’Keefe
9.1,0.795,0.0,2.6,0.096,11.0,26.0,0.9994,3.35,0.83,9.4,Muito bom,6,21.0,1248,Hungary,Tokaji,Jeff Jenssen
7.7,0.665,0.0,2.4,0.09,8.0,19.0,0.9974,3.27,0.73,9.3,Bom,5,23.0,1247,US,California,Virginie Boone
13.5,0.53,0.79,4.8,0.12,23.0,77.0,1.0018,3.18,0.77,13.0,Bom,5,50.0,1246,France,Burgundy,Roger Voss
6.1,0.21,0.4,1.4,0.066,40.5,165.0,0.9912,3.25,0.59,11.9,Muito bom,6,38.0,1245,Germany,Rheingau,Anna Lee C. Iijima
6.7,0.75,0.01,2.4,0.078,17.0,32.0,0.9955,3.55,0.61,12.8,Muito bom,6,5.0,1244,US,California,Virginie Boone
11.5,0.41,0.52,3.0,0.08,29.0,55.0,1.0001,3.26,0.88,11.0,Bom,5,15.0,1243,Australia,Victoria,Joe Czerwinski
10.5,0.42,0.66,2.95,0.116,12.0,29.0,0.997,3.24,0.75,11.7,Excelente,7,40.0,1242,France,Burgundy,Roger Voss
11.9,0.43,0.66,3.1,0.109,10.0,23.0,1.0,3.15,0.85,10.4,Excelente,7,41.0,1241,Germany,Rheingau,Anna Lee C. Iijima
12.6,0.38,0.66,2.6,0.08800000000000001,10.0,41.0,1.001,3.17,0.68,9.8,Muito bom,6,21.0,1240,France,Burgundy,Roger Voss
8.2,0.7,0.23,2.0,0.099,14.0,81.0,0.9973,3.19,0.7,9.4,Bom,5,4.0,1239,Australia,South Australia,Joe Czerwinski
8.6,0.45,0.31,2.6,0.086,21.0,50.0,0.9982,3.37,0.91,9.9,Muito bom,6,6.0,1238,Italy,Piedmont,Kerin O’Keefe
11.9,0.58,0.66,2.5,0.07200000000000001,6.0,37.0,0.9992,3.05,0.56,10.0,Bom,5,23.0,1237,US,California,Virginie Boone
12.5,0.46,0.63,2.0,0.071,6.0,15.0,0.9988,2.99,0.87,10.2,Bom,5,15.0,1236,France,Burgundy,Roger Voss
12.8,0.615,0.66,5.8,0.083,7.0,42.0,1.0022,3.07,0.73,10.0,Excelente,7,45.0,1235,US,Oregon,Paul Gregutt
10.0,0.42,0.5,3.4,0.107,7.0,21.0,0.9979,3.26,0.93,11.8,Muito bom,6,41.0,1234,Australia,South Australia,Joe Czerwinski
12.8,0.615,0.66,5.8,0.083,7.0,42.0,1.0022,3.07,0.73,10.0,Excelente,7,45.0,1233,Italy,Northeastern Italy,Joe Czerwinski
10.4,0.575,0.61,2.6,0.076,11.0,24.0,1.0,3.16,0.69,9.0,Bom,5,28.0,1232,Chile,Maipo Valley,Michael Schachner
10.3,0.34,0.52,2.8,0.159,15.0,75.0,0.9998,3.18,0.64,9.4,Bom,5,9.0,1231,Italy,Veneto,Joe Czerwinski
9.4,0.27,0.53,2.4,0.07400000000000001,6.0,18.0,0.9962,3.2,1.13,12.0,Excelente,7,8.0,1230,Italy,Northeastern Italy,Joe Czerwinski
6.9,0.765,0.02,2.3,0.063,35.0,63.0,0.9975,3.57,0.78,9.9,Bom,5,4.0,1229,US,California,
